	ENCFF003GCY	ENCFF020FWO	ENCFF024SOP	ENCFF024TPY	ENCFF025BJB	ENCFF036JUB	ENCFF039XCN	ENCFF040GTO	ENCFF047JNI	ENCFF051VXY	ENCFF058VTF	ENCFF067JJG	ENCFF068XKO	ENCFF081JVT	ENCFF083YCN	ENCFF084GLJ	ENCFF085SZC	ENCFF102GUG	ENCFF109TAE	ENCFF115HTH	ENCFF116GQA	ENCFF132JBP	ENCFF132MDE	ENCFF133DIO	ENCFF134ZDK	ENCFF148PHO	ENCFF153WQN	ENCFF172GSX	ENCFF173YTQ	ENCFF174VRM	ENCFF183AEI	ENCFF195YWM	ENCFF197KHQ	ENCFF203HVV	ENCFF205UIO	ENCFF214NKM	ENCFF216SYK	ENCFF226AOZ	ENCFF227WZR	ENCFF232BIG	ENCFF249GZW	ENCFF262FHU	ENCFF270GNM	ENCFF290EPY	ENCFF291MQR	ENCFF293ZIH	ENCFF305WVB	ENCFF316XWU	ENCFF329GDP	ENCFF336YFC	ENCFF338EDR	ENCFF341RBP	ENCFF348CJE	ENCFF363XQF	ENCFF370OYQ	ENCFF378QVC	ENCFF378WSR	ENCFF389QWJ	ENCFF391WYC	ENCFF395KUT	ENCFF402THI	ENCFF422YFH	ENCFF435GTP	ENCFF438GJD	ENCFF444VNW	ENCFF466BFI	ENCFF468NND	ENCFF474QSW	ENCFF484XHW	ENCFF490EXW	ENCFF498MDZ	ENCFF499CXR	ENCFF512TSJ	ENCFF561ENC	ENCFF577ZMC	ENCFF578BEO	ENCFF589FTC	ENCFF589IQE	ENCFF597TKH	ENCFF609BOM	ENCFF612BRI	ENCFF617DDH	ENCFF635WCC	ENCFF639EJH	ENCFF642UFQ	ENCFF645FNZ	ENCFF667BSO	ENCFF675ZGP	ENCFF677BGN	ENCFF679QGU	ENCFF680GPQ	ENCFF682LFV	ENCFF683CID	ENCFF685YFE	ENCFF709TMH	ENCFF721LXU	ENCFF727SUT	ENCFF765ADK	ENCFF765BJR	ENCFF779CFZ	ENCFF782KJY	ENCFF808FRN	ENCFF811RTH	ENCFF812GJU	ENCFF819NTW	ENCFF833SIZ	ENCFF843QJV	ENCFF845VOI	ENCFF848SAN	ENCFF849KDW	ENCFF861KWC	ENCFF866OCE	ENCFF871EKB	ENCFF880ORV	ENCFF889NTH	ENCFF909JGU	ENCFF913NRZ	ENCFF914SZL	ENCFF916NTG	ENCFF919NRH	ENCFF932ATD	ENCFF936OHE	ENCFF948CVH	ENCFF948PWG	ENCFF962JWU	ENCFF966HTZ	ENCFF967WVU	ENCFF971IBL	ENCFF978OUM	ENCFF979NIV	ENCFF983AVE	ENCFF987DJP	ENCFF992VNB
MER92C	2.417962003	1.506024096	1.196172249	1.256281407	1.270110076	2.038320424	1.424501425	2.397639248	0.914076782	2.729257642	0.497265042	1.49231458	2.916666667	1.394052045	0.951474786	0.76765609	2.483150053	1.278772379	1.174260216	0.346860909	1.576044129	2.45593759	1.893580761	0.74202325	1.332741004	0.997506234	0.632244468	1.238390093	1.112347052	4.103967168	0.729394602	1.18623962	0.467071462	2.202104233	0.853606487	3.374578178	0.790513834	1.422070535	1.948775056	1.93174501	2.820874471	1.204819277	0.763358779	0	1.734952622	0	1.08577633	1.487873828	0.894854586	0.632311097	0.652173913	1.009081736	0.556792873	0.772797527	0.802568218	0.597371565	0.650406504	2.726281352	0.466200466	0.656598818	1.155001155	0.78905839	0.916590284	0.850701829	3.88852884	1.866251944	0	1.27388535	1.253918495	1.722652885	0.772797527	1.57480315	2.891367204	1.276324186	0.702247191	2.393665992	3.374578178	1.104484206	0	2.334889927	0.608272506	0	1.542020046	1.544699749	0.762776506	0	2.275312856	1.295336788	1.430615165	1.956947162	0.54377379	2.081598668	2.64131009	0.949216896	2.480510276	2.308707124	3.293988471	1.746071339	1.408450704	2.406325198	1.974333662	2.390914525	1.064962726	2.460558692	0.555864369	0.814332248	0.583090379	1.483679525	0.628140704	3.307607497	1.34589502	1.733960862	1.510574018	0	1.328021248	0.564015792	1.689189189	1.506024096	0	2.438281012	0.861326443	0	1.468428781	0.338983051	1.518987342	0.573065903	0.789889415	1.079330815	0.880669309	1.773049645	1.92926045	1.751313485	0.804505229
MER92D	0.883197174	0	0.384172109	0	0.850581231	0	0	0.119175307	0	1.241795281	0.310269935	0.568882147	0.778614067	0	0	0.333277787	1.385041551	0.791765637	0.150647785	0.658616905	0	0.627071576	0.358380122	0	0.802139037	0.526537489	0	0.390930414	0.564573042	0	0	0	0.295683028	0.801025312	0.273448182	0	0.54884742	0.189645363	0.510986203	0.833506981	1.069289991	0.777000777	0	0.53561864	0.510551396	0	0	0.583657588	0.562587904	0	0	0.53287861	0.343642612	0.50942435	0.512557663	0	0.620989443	1.216968011	0.313479624	0.620347395	0.147102089	0.331290376	0	0.273074823	0	0.199840128	0	0.2596054	0	0.268456376	0	0.379746835	0.787608296	0	0	0.117164616	0	0.568424044	0.575705239	1.049758556	0	0.348189415	0	0.369367151	0	0.379650721	0.731314904	0.618811881	0.185219485	0.514359194	0.35335689	0.784929356	0	0	1.333333333	1.021659174	0.711364041	0	0	0.867490783	0.64808814	0.785854617	0.485044462	0.635266358	0.35984167	0.507872016	0.352858151	0	0	0.713012478	0.570287995	0	0	0	0.58702671	0.365630713	0.280269058	0.665335995	0.570125428	0.984058256	0	0	0	0.656024492	0.653808434	0	0	0	0.280112045	0	0.199084213	0	0.521104742
MIR1_Amn	1.347310915	0.917626406	0.920406732	0.68233844	1.304495492	0.908292485	1.267342023	1.122534551	0.666125102	1.520534526	1.002292199	1.419440703	1.33825734	1.274713401	1.710398114	1.317541202	1.383593262	0.689118595	1.219706432	0.972744904	0.793629074	1.173338492	1.196111964	1.22319884	1.310626154	1.110891528	1.709709005	0.916540279	1.424461526	1.319653324	1.22366926	0.713783367	1.001729482	1.406764976	0.87767672	1.248873966	0.859564882	1.756956139	1.116544476	1.285518232	1.332453107	0.687986862	0.678525338	0.872135994	1.107440543	0.749718855	1.068613919	1.428386275	1.002639762	1.641211147	1.710034621	1.111214279	0.849139506	0.836001927	0.885825409	0.77719104	0.989028682	1.517044874	0.98521316	0.951294884	1.226042663	1.319443167	0.662519189	0.878063679	1.32564222	1.787410559	0.760552668	0.946144276	0.697246448	0.914083745	0.586839154	1.681251583	1.350154936	0.690717214	0.750954878	1.123755193	1.250627877	1.419112576	0.646091149	1.305352533	1.633344591	0.937741686	0.833958802	1.680559999	0.673872255	0.848608282	1.444693023	1.087118088	1.751104183	1.119196891	0.847708231	1.241190091	1.311753509	1.710791177	1.388453442	1.299948471	1.409293425	1.524643166	0.753191152	1.344680224	0.954588845	1.359896648	1.107060024	1.174097524	0.839316412	0.833027419	0.814021783	0.924700138	0.670780789	1.413311911	0.999568187	1.520905744	0.838539265	1.033973412	1.000992985	0.813870831	0.915087505	0.945878871	0.645695364	1.316456254	1.037500376	0.625845737	0.749418215	0.974801384	0.940602358	0.786282071	1.030542902	1.066471805	0.875839993	0.977401686	1.781552528	0.640430369	0.868198488
MSR1	0.568181818	1.840114496	1.025465732	0.674763833	0.475511175	2.187428045	1.426903619	1.678962096	1.459854015	0.749007565	0.799360512	1.005277708	1.003344482	1.41333676	1.583949314	1.704424402	0.585137507	0.691323885	2.265372168	1.686024728	1.877738368	1.844583987	1.752486985	2.501013925	0.47517225	1.120029867	5.064483835	0.992720053	1.291910181	0.360295442	2.494606257	2.108678021	0.919359075	1.02438025	0.849205386	0.320718409	1.15928588	1.878164299	0.947220854	0.532150776	0.852757248	0.695410292	1.871101871	0.896659942	1.112594571	0.951927653	2.513902643	0.999750062	1.343429409	1.135172896	5.061503149	1.122912085	0.900360144	1.296456353	1.509271238	2.50501002	1.496347153	0.757690559	0.809279741	1.374633431	2.267867557	1.719074565	1.492537313	1.279069767	0.355050595	1.397501965	0.947867299	1.713698161	2.094240838	1.417267037	2.440016267	1.376348822	1.016489722	2.150152302	2.753195674	1.726501803	0.324622626	1.275665168	1.253761284	1.102333272	1.094460347	0.889811657	2.108814846	1.362694865	1.794974073	1.142857143	1.999741969	1.267025657	1.844130853	0.94927096	0.889284126	0.449842555	0.460546515	1.566886466	0.587947085	1.072865445	0.531027158	1.309622277	2.225819506	0.563115908	0.276472215	0.523925952	1.481063545	1.86101762	1.844451276	1.313485114	1.630257581	1.83280725	1.860307796	0.536933344	1.119820829	1.335582736	2.112824847	1.139471285	1.113034875	1.574307305	1.422306507	0.287728384	1.226391955	1.444104655	0.930016275	1.556420233	2.261513158	1.70325511	0.292568754	2.430724356	0.915750916	2.528541874	0.850443446	2.157285742	1.377766296	1.977750309	1.134558657
REP522	1.370449679	0.549752611	0.291970803	0.597728631	1.36239782	0.305281368	1.985517402	0.455933981	0.210482004	1.080351114	0	1.10329085	1.413998586	1.829198582	3.200758698	1.521876982	1.31061599	0.59347181	0.405632497	0.497223834	0.186741363	0.508351489	0.468208634	0.670936261	1.35430774	0.377532615	1.692047377	0.291885581	2.556265629	1.110229976	0.661893014	0.429491768	0.118035883	0.856007337	0.525596552	0.565770863	0.197706603	1.598604854	0.487719909	1.272264631	1.390820584	0.582411182	0.355302896	0.201369311	0.406338887	0.812347685	1.097243177	1.111536987	0.436490615	2.076923077	1.712237145	0.377500944	0.267201069	0.18928639	0.735294118	0.28604119	0.474008532	1.062840441	0	0.48784454	0.405844156	1.510193808	0.217485863	0.517705529	1.138766878	1.536806516	0.848896435	0.406050147	0.460617227	0.419507079	0.356824264	1.523566128	1.420887039	0.47385879	0.703977473	0.461467467	0.562904588	2.551444894	0.433463372	0.808603542	2.213571483	0.519953204	0	1.528825763	0.358166189	0.43522414	0.811782442	0.498649491	1.577852686	0.493200874	0.265745416	1.282304202	0.400320256	3.432561993	1.305596658	0.803277372	1.154107264	2.238249192	0.18070112	1.339360455	0.497203232	1.225114855	0.50254413	0.510352873	0.549299643	0.191204589	0.418410042	0.55157198	0.454063872	1.171121521	0.551632833	2.101229837	0	0.197745699	0.541535796	0.41322314	0.412456177	0.511508951	0.446528243	0.906549822	0.201085864	0.452898551	0.173852573	0.501211261	0.510790448	0.290739933	0.206953642	1.103828907	0.528988574	0.44134522	1.541425819	0.210970464	0.201045436
TAR1	7.031642391	4.464285714	3.049710278	1.697792869	9.442060086	2.888384568	6.045105789	2.740761743	3.085059498	5.656732892	4.129220306	4.584304584	4.435483871	5.63777308	6.477927063	4.896276253	8.227508496	1.885606537	4.563538498	3.833972329	4.198473282	3.052103772	2.376877733	4.722121322	8.890770533	3.338755244	4.759329367	2.948113208	4.396843292	12.70772239	4.680379357	4.107981221	3.537735849	4.707631318	4.739336493	7.683551508	1.222493888	7.417102967	2.8250534	5.478569127	6.372631226	1.846153846	3.648303539	1.650846059	2.430297711	5.145797599	4.791894852	4.293490761	3.320053121	7.786949073	5.001064056	3.318584071	2.762430939	3.926187672	4.098360656	3.45323741	3.61351139	5.657327586	4.305190146	3.794753341	4.612655234	4.677031981	2.635046113	2.876515307	11.88946015	7.52688172	5.217391304	3.131524008	5.359394704	4.20433046	2.910149145	5.260081823	4.397905759	4.990642545	4.75493782	2.687673772	7.963594994	4.733461062	4.132231405	7.206918642	8.006158584	2.138465651	5.251312828	5.729794934	3.739715782	3.553449808	5.045171888	2.644846682	7.701421801	2.70176654	2.506265664	6.510159795	5.876068376	6.964457253	7.739665787	7.36497545	6.134969325	7.129217059	6.586169045	7.146503318	1.974333662	9.579728059	3.18877551	2.885170225	3.517316017	3.881987578	4.257734885	4.079362136	4.984423676	6.07231576	4.355800092	6.545634186	5.420054201	2.8363047	4.139433551	4.505857615	4.207868714	2.516356316	4.076086957	5.884174667	3.330557868	3.829583533	6.282335551	3.804797353	2.587991718	3.230543319	3.286770748	5.082417582	4.522937756	3.422190202	8.474576271	3.194888179	1.646768217
Tigger3	2.609262883	0.309071241	0.353428254	0.205444273	2.531374786	0.208420175	0.351741119	0.372271945	0.441403664	1.744330924	0.160849284	1.52468077	0.168350168	0.348054761	0.635690022	0.383590836	1.640544895	0.20173492	0.175537828	0.477407397	0.254906959	0.373926469	0.362650184	0.202626033	2.517819781	0.57618258	0.266690372	0.354969574	0.372647662	1.846320934	0.20432766	0.242271538	0.11715089	1.99962507	0.649046263	1.366506456	0.205690778	0.965926928	0.654999253	2.441576561	1.626153027	0.203086921	0.304339887	0.134861767	0.625747265	0.289059113	0.207134638	1.517335559	0.472555434	1.030795001	0.265891445	0.575672905	0.405953992	0.527565286	0.514833644	0.24120797	0.560343677	1.742909527	0.16024999	0.327689787	0.177043376	0.384172109	0.440690415	0.596700597	1.863728553	0.525472268	0.288059916	0.310237849	0.265139463	0.353169698	0.18174108	0.793624549	0.171408982	0.262508532	0.177872643	0.371706909	1.361758077	0.373176102	0.377843271	1.871592481	1.028356943	0.314253648	0.191546418	0.79496522	0.304432538	0.342801175	1.608527132	0.536665245	0.965181092	0.657500115	0.411579092	2.451638904	1.537209513	0.630268652	1.650505467	1.891032668	2.078473938	1.288231383	0.243057665	2.609188883	0.463841451	1.820640866	0.577503048	0.37447302	0.232514881	0.516428894	0.236339573	0.308156914	0.259942813	2.077274616	0.514289913	1.292501407	0.193050193	0.27214587	0.517483551	0.236641583	0.354220538	0.474526552	0.368296995	1.720734855	0.279017857	0.232072407	0.238336412	0.480728445	0.468783294	0.245821042	0.278435194	0.206768213	0.649561546	0.272224071	0.515716459	0.292675788	0.205831904
Tigger7	1.555027924	0.181544215	0.415146932	0.297035585	1.393394892	0.183966314	0.275906468	0.370092884	0.175277157	1.209762255	0.398378366	1.116030456	0.59618442	0.274989688	0.865233964	0.286847422	1.180781052	0.299419127	0.227611558	0.36357026	0.224056163	0.390072651	0.384003511	0.273545748	1.409547052	0.548721561	0.312327569	0.416641867	0.450346547	1.22029544	0.274669501	0.142563869	0.398135788	1.397802412	0.313965171	1.386654834	0.285271823	0.724164371	0.570182127	1.483258118	1.070275967	0.297902765	0.141753491	0.237765009	0.591316101	0.167672703	0.308517773	1.121282984	0.446371636	0.697868467	0.314508266	0.54773019	0.29486664	0.342179302	0.301420444	0.202822125	0.4097521	1.219011276	0.399464248	0.355406213	0.228401759	0.287805794	0.173040318	0.351828473	1.214484324	0.610556522	0.171998624	0.445082846	0.092188556	0.459098497	0.143374314	0.507662835	0.580964401	0.091563912	0.175082289	0.368688458	1.383393742	0.444011263	0.135482997	0.96936181	0.695946866	0.337864179	0.188387777	0.505889315	0.14106362	0.347061546	1.143089965	0.534145447	0.723825203	0.571926394	0.296575896	1.300313257	1.359166378	0.849685961	1.178918169	0.972669579	1.546260067	0.804260142	0.214186271	1.551525667	0.394808271	1.136014737	0.3962652	0.39215137	0.300513605	0.345039104	0.389473099	0.18181157	0.12180268	1.560549313	0.368268273	0.80797199	0.185894338	0.160894574	0.369484895	0.387865355	0.454864988	0.301871604	0.133964455	0.939485222	0.201791912	0.045440087	0.214976711	0.363594295	0.306091215	0.201340351	0.203740679	0.307577095	0.316102249	0.177446544	0.607727252	0.173626183	0.283607487
tRNA-Cys-TGY	5.069708492	2.777777778	6.976744186	6.880733945	6.51465798	4.003202562	7.554296506	2.827854366	6.980802792	4.12371134	3.676470588	4.633651897	6.51465798	7.042253521	3.666361137	4.962779156	5.494505495	7.142857143	4.694835681	5.215123859	4.189944134	3.164556962	3.300330033	4.725897921	6.557377049	2.257336343	3.29082682	7.100591716	4.342162397	6.443298969	4.679457183	4.484304933	4.873294347	6.120527307	4.389815628	6.430868167	6.557377049	5.50660793	2.568713075	4.339739616	5.266622778	7.389162562	5.405405405	6.359300477	2.294747578	16.83501684	4.792332268	4.61361015	5.063291139	6.093845216	3.168316832	2.21659278	6.465517241	4.444444444	6.134969325	5.50660793	4.929143561	4.253056885	3.636363636	3.194888179	4.317789292	5.017561465	6.666666667	3.903200625	6.435006435	5.402160864	19.84126984	4.683840749	6.41025641	4.874086109	5.48696845	4.832713755	6.509357201	6.203473945	5.882352941	2.841918295	6.230529595	4.275331338	6.420545746	6.892230576	6.045949214	6.141248721	4.405286344	4.973221117	5.305039788	6.493506494	4.052228726	2.183406114	5.422993492	2.651113468	6.116207951	6.139677667	7.099391481	3.624830086	5.457025921	6.866416979	6.925945658	5.400098184	5.540166205	5.174644243	4.052684904	7.453416149	2.93255132	3.340757238	6.191950464	4.651162791	6.369426752	2.764340014	6.038647343	6.824146982	4.846526656	5.347593583	4.231311707	6.051437216	4.975124378	6.600660066	4.792332268	4	7.168458781	5.952380952	3.072196621	7.117437722	5.524861878	5.315614618	3.980099502	5.889281508	3.025718608	4.918032787	4.163197336	4.152249135	5.226480836	8.169934641	6.756756757
tRNA-Gly-GGA	1.806684734	2.973240833	10.47120419	15.87301587	3.239740821	5.727376861	7.575757576	1.937046005	8.71459695	2.23880597	3.875968992	2.319288751	5.592841163	7.792207792	2.997601918	4.187020237	2.806361085	17.73049645	4.347826087	4.62962963	10.12145749	3.031451307	3.00150075	3.18877551	3.783102144	3.916449086	2.23838836	10.11804384	3.588516746	5.80270793	3.293807642	7.680491551	7.653061224	4.013377926	3.436426117	6.329113924	10.79913607	3.218020917	2.434782609	4.237288136	5.61272217	15.19756839	5.847953216	10.94091904	3.067484663	15.15151515	2.892263196	2.423263328	5.452562704	2.525252525	2.316155182	3.918154114	8.426966292	13.66742597	12.5	8.223684211	6.097560976	2.22057735	3.807106599	4.428697963	4.154302671	3.95256917	10.28277635	5.500550055	5.376344086	4.025764895	13.39285714	5.611672278	5.235602094	4.464285714	10.28806584	2.669514148	5.688282139	5.110732538	9.98003992	1.948368242	5.873715125	3.676470588	11.87648456	2.732240437	2.373417722	8.633093525	8.988764045	2.596053998	5.928853755	9.646302251	4.270896888	3.823279524	3.055767762	2.508061627	7.957559682	5.793742758	7.342143906	3.142677561	2.78551532	2.742230347	2.949852507	3.295978906	5.649717514	1.800180018	8.042895442	7.130124777	4.857737682	3.039513678	7.183908046	12.63157895	5.899705015	2.955665025	7.961783439	3.021148036	6.297229219	3.362474781	8.113590264	10.84598698	5.917159763	6.211180124	4.464285714	7.012622721	12.16545012	4.125412541	10.86956522	12.40694789	6.012024048	4.329004329	7.012622721	7.72797527	11.38952164	2.991772625	3.676470588	6.042296073	4.009623095	11.82033097	10.89324619
tRNA-Pro-CCY	10.20408163	10.47120419	27.77777778	33.89830508	22.05882353	20.94240838	40	7.832898172	13.33333333	14.70588235	14.18439716	14.70588235	29.06976744	49.18032787	26.93602694	14.03508772	10.81081081	37.73584906	24.82269504	4.694835681	22.47191011	7.194244604	8.746355685	16.77852349	20.13422819	9.237875289	16.12903226	23.4375	19.04761905	9.090909091	18.31501832	17.09401709	20.40816327	17.92114695	6.666666667	27.52293578	23.52941176	36.86635945	6.109979633	14.63414634	10.05025126	35.71428571	10.20408163	43.01075269	14.25661914	93.75	22.72727273	15.76576577	29.58579882	31.96347032	16.33986928	10.12658228	14.38848921	20.83333333	31.91489362	27.27272727	17.69911504	13.51351351	12.82051282	23.80952381	23.56902357	15.56420233	12.98701299	19.10828025	10.30927835	38.647343	75	29.76190476	26.54867257	6.578947368	20.83333333	24.69135802	30.48780488	33.70786517	39.47368421	7.299270073	23.4375	19.54397394	25.64102564	30.76923077	33.81642512	50.50505051	22.98850575	24.76780186	12.19512195	36.03603604	28.57142857	11.4416476	35.39823009	5.535055351	17.54385965	21.62162162	24.59016393	26.40264026	10.98901099	28.84615385	15.09433962	23.64864865	12.19512195	10.75268817	18.63354037	8	25.27075812	8.333333333	43.10344828	25.64102564	16.39344262	11.9047619	17.85714286	17.93721973	12.65822785	24.05498282	20.40816327	34.09090909	12.82051282	18.01801802	6.060606061	21.27659574	25.64102564	34.93449782	23.52941176	25	9.615384615	5.102040816	22.90076336	24.59016393	25.64102564	21.81818182	6.25	17.04545455	34.7826087	23.80952381	21.05263158
tRNA-Tyr-TAC	19.3236715	19.17808219	17.93721973	43.47826087	17.59530792	21.47239264	21.34146341	11.56812339	27.77777778	12.15277778	20.54794521	9.42408377	23.46041056	23.80952381	14.75409836	17.06484642	14.74201474	40	17.0015456	21.55172414	25.51020408	9.784735812	11.2640801	15.625	18.51851852	8.537886873	11.44492132	15.38461538	7.575757576	17.77777778	13.99688958	15.44401544	20.13422819	14.58670989	14.83679525	16.39344262	26.31578947	18.29268293	11.12140871	17.89709172	11.70960187	40.6504065	19.41747573	26.31578947	9.548611111	41.66666667	19.96007984	9.268795057	16.85393258	16.2601626	12.17656012	8.948545861	18.18181818	22.98850575	25.3164557	20.49180328	23.20185615	13.1826742	21.66064982	13.54401806	18.03278689	17.30103806	25.1572327	19.67213115	20.2020202	12.63157895	41.09589041	21.62162162	29.12621359	23.66863905	23.36448598	9.35828877	24.09638554	27.39726027	29.26829268	11.34930643	18.09954751	7.949125596	31.05590062	15.625	17.46724891	21.45922747	33.70786517	9.114583333	17.0212766	21.55172414	14.24050633	9.356725146	18.21862348	11.52737752	21.18644068	16.08579088	18.93939394	15.30612245	15.625	16.09195402	13.46153846	14.46654611	33.33333333	19.51219512	26.41509434	21.27659574	16.27486438	10.43841336	26.41509434	23.39181287	27.77777778	18.32460733	23.07692308	14.67505241	11.69590643	13.93728223	33.14917127	21.27659574	12.77955272	30.04291845	24.5398773	26.21722846	28.73563218	18.63354037	22.47191011	32.43243243	31.0880829	24.93765586	27.77777778	21.27659574	25	18.11594203	14.6627566	17.24137931	13.07189542	31.64556962	21.62162162
U1	7.636016545	7.155025554	10.28695181	13.55932203	7.480314961	8.970358814	6.107491857	4.412014254	12.82051282	6.472491909	6.738544474	4.125412541	8.49649058	5.775211017	2.854633289	4.379898571	6.726457399	12.03501094	4.43599493	6.937874488	11.75656985	4.466098254	5.450070323	4.488330341	8.016032064	4.254648598	4.329004329	10.54384018	3.332639034	9.626955475	4.065958889	10.95890411	7.089056269	6.525285481	9.792401097	8.29015544	8.78477306	4.489041458	3.097509602	7.676409802	6.501547988	13.0952381	11.46131805	11.49425287	3.666137114	23.4375	5.805148915	4.243881737	7.802874743	4.505857615	4.61361015	4.189294026	8.311688312	11.04972376	13.92961877	9.392265193	6.485849057	6.453214197	6.493506494	5.855161787	4.210992908	4.033214709	13.02931596	10.43757527	9.557945042	3.731343284	23.33333333	7.439310885	10.58201058	7.963594994	11.40939597	2.665718856	8.305020763	10.44689495	11.43241426	4.424025864	8.342022941	3.772003353	11.7746005	6.923540036	4.233700254	9.040683074	12.66713582	3.034088881	10.98901099	10.49144119	6.031882809	3.583694191	4.654983571	3.314917127	7.866273353	8.445297505	8.905185961	3.121516165	7.109004739	7.350689127	5.912596401	5.541445394	14.45086705	7.573366993	9.923319802	10.80432173	4.739336493	4.172643109	10.43841336	11.35557133	9.937238494	7.383966245	11.66861144	5.858380031	7.758268681	5.023978077	12.33721727	14.55938697	7.864238411	10.25364274	8.323424495	10.39206424	12.47771836	6.569551557	15.87301587	10.85972851	12.97858533	6.905210295	10.42654028	9.846827133	16.17873652	6.366182837	10.3950104	7.844474761	4.295532646	16.15646259	8.941877794
